id_trabalho,traducao,keyword
1042,"In this research article, we propose a class of models for positive and zero responses by means of a zero-augmented mixed regression model. Under this class, we are particularly interested in studying positive responses whose dis- tribution accommodates skewness. At the same time, responses can be zero, and therefore, we justify the use of a zero-augmented mixture model. We model the mean of the positive response in a logarithmic scale and the mix- ture probability in a logit scale, both as a function of fixed and random effects. Moreover, the random effects link the two random components through their joint distribution and incorporate within-subject correlation because of the repeated measurements and between-subject heterogeneity. A Markov chain Monte Carlo algorithm is tai- lored to obtain Bayesian posterior distributions of the unknown quantities of interest, and Bayesian case-deletion influence diagnostics based on the q-divergence measure is performed. We apply the proposed method to a dataset from a 24 hour dietary recall study conducted in the city of São Paulo and present a simulation study to evaluate the performance of the proposed methods.",Bayesian inference; gamma distribution; log-normal distribution; mixed models; random effects; usual intake; zero-augmented distributions
1294,"In this paper, we have explored operational risk in Brazil by considering different sectoral indices of the Brazilian economy and the GACH Value-at-Risk (GARCH-VaR) estimation approach. We have carried a statistical evaluation of the eight Brazilian sectoral stock indices during different time ranges so that VaR methodologies could be chosen according to the data. We have analyzed the sectoral Brazilian indices during a common time range where we  have realized VaR backtests using recent data. The results of the study reveals that VaR may be an effective tool on minimizing risk exposure and potentially to avoid losses when trading in the Brazilian stock market. Furthermore, we have showed that different sectors of the Brazilian economy have significantly different risk behavior. In particular, the consumption and industrial sectoral indices presented the best risk performance. In this sense, we highlight that this type of analysis would be useful to small lenders/investors in evaluating the attractiveness of lending/investing on the Brazilian stock market.",Brazilian stock market; GARCH models; Time Series; Value-at-Risk; Volatility
1059,"This  work  focus on  multivariate  Birnbaum-Saunders (BS)   regression model   that  { can  be used} in survival analysis  to analyze correlated log-lifetimes of two or  more  units. This   multivariate BS  regression   models  is studied   through the use of a generalization   multivariate of the  sinh-normal (SN) distribution,  which  is built from
the    multivariate  mixture  scale of  normal (SMN) distribution.  The marginal and  conditional  linear    regression  models   of the resulting   multivariate  BS   linear  regression model  are   generalizations   of  the   BirnbaumâSaunders linear  regression models (Rieck and Nedelman,  1991),  which has  been used  effectively for modelling lifetime data and reliability problems.  We exploit the nice hierarchical representation of the   generalized  multivariate SN  to propose a fast and accurate EM algorithm for computing the maximum likelihood (ML) estimates of the model parameters.  Hypothesis testing is also performed by the use of the asymptotic normality of the ML estimators. 

Finally, the results of simulation studies as well as an application to a real data set are  displayed,  where  also  is  included  robustness feature of the estimation procedure developed here.","Birnbaum-Saunders distribution; Sinh-normal distribution;  EM algorithm;  Maximum likelihood method;
Robust estimation; Scale mixtures of normal distributions; Asymptotic normality; Hypothesis testing."
1207,"Although survival models are widely used in medical research, in obstetrics and gynecology these models are not used very often, particularly when it comes to labor and childbirth. Intrapartum care practices are usually based on the study of time, such as the identification of delays and the decision to accelerate labor. Therefore, it is important to establish criteria regarding the duration of labor, which means knowing the progression of labor so as to be able, if necessary, to intervene and favor a healthy outcome. To establish integrated guidelines, a study of the associated factors should be carried out with the knowledge of how the factors occur and change over time. Then, the variable time until childbirth is of great importance and can be described by survival models. An issue that should be considered in the modelling of these studies is the inclusion of women for whom the duration of labor cannot be observed due to fetal death, generating a proportion of times equal to zero. In addition, we consider that another proportion of women's time may be censored due to some intervention. In this context, the objective of this paper is to consider the Log-Normal Zero-Inflated Cure-Rate regression model in the context of labor time and to evaluate likelihood-based estimation procedures for the parameters by a simulation study and then apply to a real dataset. In general, the inference procedures showed a better performance for larger samples and low proportions of zero inflation and cure rate. To exemplify how this model can be an important tool for investigating the course of the childbirth process, we considered the Better Outcomes in Labour Difficulty project dataset and showed that parity and educational level are associated with the main outcomes. We acknowledge World Health Organization for granting us permission to use the dataset.","Childbirth, duration of labor, cure-rate models, survival analysis, zero-inflation"
1097,"This article proposes an extension of the Geostatistical model under Preferential Sampling in order to accommodate possible local repulsion effects. This local repulsion can be caused by the researcher who, when in possession of a measurement of a stochastic process in a given location, would not seek to collect new samples in nearby locations. Proceeding in this way, the sampling plan carried out would, in practice, include a repulsion window centered on each sampling observation, even if the researcher was planning the sample preferentially. This perturbation of the Geostatistical model under Preferential Sampling can be modeled from the definition of a non-homogeneous Bernoulli stochastic process over a partition of M sub-regions of the study area, thus avoiding the observation of more than one sample in each sub- region. Simulations are presented to evaluate the effect of this perturbation on the model and aspects related to the difficulties in estimating the model parameters, performed under the Bayesian approach, are then discussed. The results obtained support the idea that the proposed methodology corrects the distortions caused by this disturbance, mitigating the effects on inference and on spatial prediction.",Geostatistics; preferential sampling; punctual processes; repulsion; Bayesian inference
885,"Disasters are part of a complex relationship between society and nature. Such phenomenon involves both a physical event and a social construction. In Brazil, there is a formal representation and recognition of the disaster through the decree of emergency situation or state of public calamity. The objective of this work is defined by analyzing the occurrence of disasters caused by meteorological events, in the micro-regions of the states of the southern region of Brazil (Paraná, Santa Catarina and Rio Grande do Sul), in the period from 2010 to 2015. More specifically, it searches to investigate such occurrences from the perspective of the vulnerability of the population residing in these areas. For this, an indicator of social vulnerability was obtained, constructed by factor analysis. It was observed that this indicator was more correlated with the year with the most decrees (2014). Due to the importance of the year for the distribution of decrees, a longitudinal analysis of the data was chosen. It was identified that the microregions presented distinct trajectories within the period from 2010 to 2015 and, therefore, a multilevel model was used to consider this heterogeneity. However, the model with the best fit was the one that does not have a hierarchical structure: Negative Binomial generalized linear model. It was concluded that time is an important component in the relationship between decree and social vulnerability. A possible explanation is that when the year has more decrees (perhaps because of the occurrence of more meteorological events in that year), the vulnerability characteristics stand out, bringing the decree closer to the concept of disaster (disruption of the functioning of a society, mainly those that are most vulnerable).",vulnerability; factor analysis; longitudinal analysis; generalized linear model
1340,"Longitudinal studies are quite common in the field of public health and, consequently, adequate statistical methods are required to analyze the temporal evolution of one or more response variables, separately or simultaneously. Specifying the joint density function of all response variables, as well as their correlation structure, in addition to the numerical difficulties found in statistical inference when the size of the problem (ie the number of response variables) increases, are the main obstacles in joint modeling procedures. As an alternative, in this work we present two proposals to deal with multivariate longitudinal data: (i) a univariate approach, with mixed linear models adjusted to each of the response variables separately; and (ii) a joint modeling of these variables, based on copula functions. Both methodologies are applied to a set of real trivariate data regarding the nutritional development of Brazilian children.",Copulations; Longitudinal data; Anthropometric indices; Mixed linear models.
915,"Since the popularization of the use of the internet, e-commerce has shown significant growth rates, enabling the creation of new businesses, new opportunities, however this commerce model has not yet reached its full potential, some factors are pointed out as possible inhibitors such as, the risk of lost merchandise, financial risks, product performance risks, privacy risk, among others. This research sought to understand the impact of the perceived risk of privacy and transaction and social influence on the adoption of electronic commerce. For this, a survey was carried out with 213 students from a public university through a structured questionnaire applied to a non-probabilistic sample . Data were analyzed using Structural Equation Modeling, where, according to the analysis, the hypotheses that the perception of transaction risk influences the adoption of e-commerce and the correlation of social influence with the perceived risk were supported.","e-commerce; applied statistics, perceived risk, structural equation modeling"
1071,"Due to the current national crisis, especially in some states such as Rio de Janeiro and Porto Alegre, the Government chose to cut budgets, especially in the science and technology sector. Thus, the demand for sustainable indicators is essential to observe technological production in Brazil. This article prepares a study of public universities in the Southeast region and associates each one with the concepts evaluated by the Coordination for the Improvement of Higher Education Personnel (CAPES) in the last three years available.","Public Universities, Southeast Region, Master and Doctoral Courses, Correspondence Analysis."
1257,"Although the knowledge of Statistics is intensely linked both to the formation of a professional who is aware and able to read the world, and aware of the process of developing a research, it is clear that undergraduate and graduate students in the areas of Health, Biology, Humanities and even from Exact Sciences, start the discipline of Statistics unmotivated and considering that the knowledge to be acquired is not related to their area of training and often finish it without clarity on how they will use it in practice. This is due to the gap between the set of concepts and theoretical assumptions in the field of Statistics and those needed by those who need or intend to use them in their research or in their professional life. Among them, the emphasis on the use of real data from problems related to the student&#39;s area, the collection and analysis of data with computer programs, the reduction of mathematical formalism, the emphasis on data interpretation and visualization and the realization of projects . However, there is still a large gap between these reflections and research that lead to new methodological proposals and the more usual practice in the classrooms of Brazilian Higher Education. Thus, it is clear that at least two issues related to learning Statistics need to be better answered or agreed upon among Statistics professors to expand their reach in the faculty community: i) which concepts and skills are essential for a student and professional in a non-exact area; ii) how to evaluate this learning based on new paradigms. This article presents some results and reflections on these issues from the use of two qualitative methodologies applied to Statistics teachers, with a view to identifying ways that can advance the dialogue between teachers of the so-called service courses.",Statistical Education Assessment Delphi Method Focus Group
1364,"The purpose of this work is to measure the impact of Pibic on postgraduate training and formal employment of ex-scholarship holders. An impact assessment at the national level proved to be unfeasible, however, as a result of a partnership with the Universidade Estadual Paulista, it became feasible to carry out an assessment on a smaller scale. Five databases were used: (i) Pibic scholarship holders (CNPq), (ii) graduate students from Unesp; (iii) master&#39;s and doctoral graduates in Brazil (Capes/MEC); (iv) PhD graduates abroad (Lattes/CNPq) and (v) formal employment (Rais/MTb). Individuals&#39; CPF was the key to crossing all these banks. As Pibic is a non-random observational study, it was necessary to have a control group. For this purpose, the propensity score matching methodology was used. After selecting the control group, the effects were estimated using linear, logistic and ordinal regression models. Among the huge variety of combinations and analyses, the main result, related to postgraduate studies, is that an individual who took Pibic is 2.2 times more likely to complete a master&#39;s degree and 1.39 times more likely to do a doctorate than individuals who did not take Pibic. Related to employability, the chance of Pibic graduates entering the formal market is $0.80$ times that of the control group. The predictability of this result is due to the fact that, by increasing the chance of going to graduate school, entry into the formal labor market is postponed.","Impact Assessment, Scientific Initiation, Pibic/CNPq, Unesp, Propensity Score Matching, Regression Models."
1142,"Step-stress procedure is a quite popular accelerated test used for analyzing lifetime of highly reliable components. This paper presents simple and multiple step-stress accelerated life tests for the cumulative exposure model using complete and censored data. Assuming that the lifetimes of test item follow the Weibull and Gamma distributions, the maximum likelihood estimation and Bayesian approaches are used to estimate the parameters. Some proposed priors are investigated and compared under symmetric and asymmetric loss functions such as squared, linex and general entropy loss functions. It is also considered Type II censoring scheme. A sensitivity analysis of these Bayesian and maximum likelihood estimators are also presented by simulation Monte Carlo study, and a real data set is analyzed for illustrative purposes.","Bayesian, accelerated test, step-stess,Weibull, Gamma, cumulative exposure, maximal entropy prior, loss function, general entropy, Linex, MCMC."
1155,"In poor and more socially deprived areas, economic and social data are typically underreported. As a consequence, quantities of interest for, e.g., political, social and scientific purposes, such as income, rates of death and spread of diseases, tend to be underestimated. The great challenge, in those cases, is to build models able to provide reliable estimates for such quantities, despite the poor quality of data. In this paper we introduce a Bayesian model for mapping data that are subjected to underreporting. The usual practice to overcome the problem is to assume that data are censored. The proposed model considers count data in different areas, modeled using Poisson distributions, whereas prior information is used to build an appropriate distribution for the probability of underreport in each area. To illustrate the use of the proposed model, we map the early neonatal hospital mortality in the Minas Gerais state, a Brazilian state which presents heterogeneous characteristics and a relevant socio-economical inequality. Levels of functional illiteracy are then considered as covariates affecting underreporting. Finally, microregions are clustered according to their mortality rates and findings are compared with other studies.",nothing
960,"In this paper, a new Bayesian stochastic cure rate model, based on the individual frailty as the total number of
descendent cells of each damaged cell (known as the volume of the tumor) up to specic time and the repair mechanism (known as the destructive mechanism),  is formulated as a superposition of pure-birth stochastic processes (Yule processes). The proposed model deals with combined modeling of long-term eects (cure rate) and short-term eects (tumor growth) which can be regarded as a Bayesian alternative to the Cox regression and promotion cure rate models when the proportional hazards assumption is violated, for example, in the case of crossing survival functions (Broet et al., 2001; Yang & Prentice, 2005; Bennett, 1983). A simulation study and an application to a clinical melanoma data, using the Bayesian RStan package, are provided to illustrate the usefulness of the proposed model and also to evaluate the impact of cancer treatment over the long-term eect and the progression stage of the tumor (tumor growth). Besides this interesting new biological interpretation of the tumor growth, the model can be viewed as an extended Bayesian version of the destructive cure rate model of Rodrigues et al. (2010) and an alternative to the two-sample semiparametric model of Yang & Prentice (2005).","Frailty models, Cox regression models, Bayesian estimation, Stan sampler, Survival functions, Destruc-
tive random variables, Pure-birth processes, Yule process, Long-term eects, Short-term effects."
1318,"In this work we introduce the class of beta autoregressive fractionally integrated moving average models for continuous random variables taking values in the continuous unit interval $(0,1)$.
The proposed model accommodates a set of regressors and a long-range dependent time series structure. We derive the partial likelihood estimator for the parameters of the proposed model, obtain the associated score vector and Fisher information matrix.
We also prove the consistency and asymptotic normality of the estimator under mild conditions.
Hypotheses testing, diagnostic tools and forecasting
are also proposed.
A Monte Carlo simulation is considered to evaluate the finite sample performance of the partial likelihood estimators and to study some of the proposed tests.
An empirical application is also presented and discussed.",double bounded time series -  long-range dependence -  partial likelihood - asymptotic theory -  forecast
989,"In this work, we approach probabilistic aspects related to bingo. We carry out simulations that give us an intuition of how many numbers we expect to be drawn until one of the players completes a card and how much simultaneous wins occur. We take advantage of this motivation to present and discuss the use of negative hypergeometric distribution and the advantages of its teaching for an undergraduate probability course.",Statistical education; Negative hypergeometric; Probability; Bingo.
922,"We compare different confidence and credible intervals for the probability of success in a binomial model with respect to the coverage probability and expected length. The comparison is motivated by the similarity of a confidence interval proposed by Agresti and Coull (The American Statistician, 1998) and a Bayesian credible interval based on a Beta(2,2) prior distribution. Keeping in mind that confidence intervals are random and that credible intervals are numeric, we perform the comparison under the same paradigm, considering the Bayesian intervals (central and HPD) as realizations of random intervals or the latter as numeric intervals. The intervals are compared via simulation studies that show a better performance of the Wilson (score) and HPD intervals with uniform prior distribution and some advantages of Bayesian intervals with respect to the expected and posterior length.","Binomial distribution, coverage probability, expected length, Highest posterior density (HPD) intervals."
1130,"Principal component analysis (PCA) is often used in data decorrelation and dimensionality reduction. Due to its characteristic of energy compression in few main components, there are important applications of PCA in the context of image compression. However, its use in real applications is impossible due to the high computational cost required to calculate each input signal. In this context, this work proposes a low computational cost version for PCA through the application of the signal function in the elements of the matrix induced by PCA. As in the context of signal and image processing the PCA is known as the Karhunen-Loève transform (KLT), we call the transform proposed by signed KLT (SKLT). Emphasis is placed on length 4, 8, 16 and 32 transforms due to the use of these transform lengths in image and video coding, as in the JPEG and HEVC standards. Considering lengths 4, 8, 16 and 32, the SKLT was numerically evaluated using total coding and distance measurements for the exact PCA. Experiments in image compression are also presented.",nothing
1210,"Batch processes are often used in the production of a range of items. Such processes have a peculiar data structure and thus receive special attention from researchers in the theoretical development of more sophisticated approaches to their monitoring. During the course of each batch a large mass of sampled time series data from numerous involved variables are available, generating a tree-way data structure (batchs x variables x instants of time). The classical approaches available in the literature unfold this structure in two-way arrangements and use multivariate techniques for process modeling and control. More recent works use time series models, more specifically VAR models. However, the literature is still scarce and many developments remain open. This article presents a simulated study of an approach based on the pioneering work of Choi (2008), including some modifications in the original proposition. The good performance of the proposed approach is illustrated through a simulated batch process with different introduced disturbances.","Multivariate Statistical Control, Vector Autoregressive Model (VAR), Batch Processes"
1153,"Many financial decisions such as portfolio allocation, risk management, option pricing and hedge strategies are based on the forecast of the conditional variances, covariances and correlations of financial returns. The paper shows an empirical comparison of several methods to predict one-step-ahead conditional covariance matrices. The methods are assessed in terms of out-of-sample minimum variance portfolio return measures  on portfolios constructed by stocks from the S&P 500 index traded from January 2, 2000 to November 30, 2017. The results show that the DCC method using composite likelihood provides the best results according the standard deviation measure, the Risk Metrics 2006 method with non-linear shrinkage is the best in terms of information and Sortino's ratios and the Risk Metrics 1994 with non-linear shrinkage is the best according to an overall criterion.","Minimum variance portfolio, risk, shrinkage, S&P 500"
909,"In Brazil, the effects of the increase in the prison population on statistics on the labor market and income are poorly studied. The number of people deprived of liberty in 2014 is 6.7 times greater than in 1990, an average growth of 7% per year, while the Brazilian population grew by 16% in the period (average of 1.1% per year) . In a recent report by the Ministry of Justice, the prison population already exceeds 700 thousand inmates, occupying the third position in absolute numbers in the world. Jayedev and Bowles (2006) use the term guard labor to refer to efforts to protect the right to property and the distribution of advantages in the absence or incompleteness of contracts. They hypothesize that highly unequal or class-polarized economies as well as societies with strong political or ethnic divisions might need more guard labor. Bruce Western (2006) shows that the US penal system has produced invisible inequality in at least three directions: in official labor market data, in which official statistics significantly overestimate the prevalence of young blacks in employment; on the rates of non-occupation among young blacks, which are already high in official statistics, would only be between 20% and 25% of non-occupation if the prison population were considered, and due to the great racial disparity in the USA, the racial inequality in the market is significantly underestimated by official surveys. This work aims to bring to light other interpretations of mass incarceration in Brazil from the connection between the guard labor approach and the hidden population. The main analysis consists of a comparison between: prison population, free population and prison officers, in the 2010 Census sample.","Prison, hidden population, punitiveness, guard labor"
1067,"We proposed a new class of maximum a posteriori estimators for the parameters of the Gamma distribution. These estimators have simple closed-form expressions and can be rewritten as a bias-corrected maximum likelihood estimators presented by Ye and Chen (2017). A simulation study was carried out to compare different estimation procedures. Numerical results reveal that our new estimation scheme outperforms the existing closed-form estimators and produces extremely efficient estimates for both parameters, even for small sample sizes.",Gamma distribution; Bayesian Analysis; Maximum likelihood estimators; Closed-Form estimator.
972,"Motivated by the problem of actuarial risk allocation (the process of splitting the risk of a portfolio amongst its constituents), I will present algorithms for the computation of expectations conditional to rare events. The algorithms will be based on Sequential Monte Carlo methods and recent pseudo-marginal techniques will be used to perform parameter estimation together with the expectation calculation.","insurance, monte carlo, sequential monte carlo, particle filters"
1261,"The present work was developed in partnership with teachers from the Olympic Experimental Gymnasium (GEO), Santa Teresa Unit, aiming to contribute to the training of UNIRIO&#39;s licensors through their participation in activities aimed at teaching Statistics in Basic Education. In 2017, a group of seventh grade students came to our team with the desire to conduct a survey about alcohol consumption at school. Based on this theme, we plan, execute, analyze and are starting to disseminate the results obtained by this study at school. We used the action-research methodology, as we believe that this was an opportunity to make students reflect on the use of alcohol in adolescence. We use the same instrument on alcohol use as the national surveys of schoolchildren, which was developed by CEBRID. A total of 534 students responded to the survey. At the time of the survey, 63% (n=336) of respondents reported having tried alcohol at some point in their lives and 48% drank in the last 12 months. Among the respondents, 33% had already mixed alcoholic drinks with energy drinks. The National School Health Survey (PeNSE, 2016) showed a lower percentage than that found in our study for the proportion of students who have already tried alcohol (54%). An important result of this survey is not reflected in the figures presented above, but in the speeches by the students of 1704. Sometimes, during the research process, they came to confide that after they started the research they had stopped drinking. It was also possible to observe the empowerment of these students towards the school and all the dedication they had during the process of collecting and developing the research. Thus, we conclude that this research fulfilled the objective of developing statistical literacy and also modifying a reality.",nothing
1145,"In this work, based on Pagui et al. (2017), median unbiased estimators up to order n^{-2} in the Kumaraswamy distribution. Monte Carlo simulation studies were carried out to compare the performance of the estimators obtained with the maximum likelihood estimators and with the unbiased estimators obtained by the methods of Cox and Snell (1968) and of Firth (1993). Thanks to FAPEMIG for the financial support",Bias correction; Kumaraswamy distribution; maximum likelihood estimator; median bias
1168,"Generalized fiducial inference for the precision of a measuring instrument without available replications on the observations is our main interest.  In this work, we study two new estimation  procedures  for the precision parameters, the product variability and the mean of the quantity of interest under the Grubbs model considering the two-instrument case. One method is based on a fiducial generalized pivotal quantity and the other one is built on the method of the generalized fiducial distribution.  The behavior of the point and interval estimators is assessed numerically through Monte Carlo simulation studies. Comparisons with two existing frequentist approaches and five existing Bayesian approaches are reported.  Finally, the methodology is applied in the analysis of a data set from a methods comparison study.
","Fiducial distribution, Generalized fiducial inference, Generalized pivotal quantity,  Methods comparison."
1044,"In statistical analysis, particularly in econometrics, the finite mixture of regression models  based on the normality assumption  is  routinely used to analyze censored data. In this work, an extension of  this model is proposed by considering scale mixtures of normal distributions (SMN). This approach allows us to model data with great flexibility, accommodating multimodality and heavy tails at the same time.  The main virtue of considering the finite mixture of regression models for censored data  under the SMN class is that this class of models has  a nice hierarchical representation which  allows easy implementation of inferences. We develop a simple EM-type algorithm to perform maximum likelihood  inference of the parameters in the proposed model.  To examine the performance of the proposed method, we present some simulation studies and analyze a real dataset. The proposed algorithm and methods are implemented in the new R package CensMixReg.","Censoring, EM-type algorithm, Finite mixture of regression models, Scale mixtures of normal distributions"
1146,"In this work we study the problem of controlling the significance level of the Full Bayesian Significant Test (FBST) in the context of probability density estimation. For this, we show a Bayesian method for this probability density estimation and how the FBST should be conducted in this situation. We introduce the definition of the modified e-value which is an alternative way of calculating the FBST evidence measure and finally we present the results of a simulation study with different density distributions analyzing the behavior of the FBST power function and compare it with the test of Kolmogorov-Smirnov (KS). We observed that in unimodal densities the behavior of the power function of the tests is similar, when it comes to data from multimodal distributions, such as mixture distribution or involving trigonometric functions, the power of the FBST depends on the choice of a priori weights, so for some priors the power of the Bayesian test is greater than the KS and not others.","Hypothesis Testing, Bayesian Tests, Precise Hypotheses, Density Estimation, Power Function"
1063,"Functional data clustering procedures seek to identify subsets of curves with similar shapes and estimate representative mean curves of each such subset. In this work, we propose a new approach for functional data clustering based on a combination of a hypothesis test of parallelism and the test for equality of means. These tests use all observations, which come from an underlying functional model, to compute a measure that determines to which smoothed cluster center each subject’s data belongs. This measure is incorporated into a modified k-means algorithm to partition subjects into clusters and find the cluster centers. While competing algorithms require a fixed amount of smoothing for all curves, the proposed test-based procedure performs unsupervised clustering to curves with different degrees of smoothing. Extensive numerical experiments were examined and the results on simulated and real datasets suggest that the proposed algorithm outperforms other clustering approaches in most cases.",B-splines Parallelism Test-based k-means algorithm ANOVA t test
853,"A novel Bayesian nonparametric method is proposed for hierarchical modelling on a set of related density functions, where grouped data in the form of samples from each density function are available. Borrowing strength across the groups is a major challenge in this context. To address this problem, a hierarchically structured prior, defined over a set of univariate density functions using convenient transformations of Gaussian processes, is introduced. Inference is performed through approximate Bayesian computation (ABC) via a novel functional regression adjustment. The performance of the proposed method is illustrated via simulation studies and an analysis of rural high school exam performance in Brazil.",approximate Bayesian computation; nonparametric density estimation; Gaussian process prior; hierarchical models
1360,"
Brazil is ranked among the world’s most unequal countries and has high income disparities. Recent research shows that monetary policy has a redistribution effect that is non-homogeneous across individuals. Although it is true that individuals will save more when the interest rate is higher and will likely spend more otherwise, when one take into consideration that there are different marginal propensities to consume, the outcomes resulting of a monetary shock, for each type of agent, will vary. Besides the traditional channels (aggregate income and substitution channel), interest rates will also affect people depending on their income composition; prices and depending on their unhedged interest rate exposure.
 
In order to investigate the relationship of monetary policy on income inequality in Brazil for the period between 2000 to 2018, we used the capital-labor ratio as well as monthly data for GDP, inflation rate, exchange rate and interest rate in a bayesian time-varying autoregressive vector model with stochastic volatility. A time-varying framework allows to capture both changes in the coefficients, which can occur, for example, due to changes in the monetary authority behavior. Besides, the stochastic volatility setup allows to capture changes in the economy shocks.
 
We found out that the positive response of the capital-labor ratio to monetary shocks is significant and lasts more than a year, i.e., a contractionary shock leads to an increase in income inequality, even when considering for different periods. These results suggest that interest rate shocks have a non-negligible effect on inequality.",nothing
1140,"Basic Statistics disciplines are present in undergraduate curricula in various careers. In general, they comprise topics such as Descriptive, Probability and Inference that are developed in one or two semesters. A point that has been recurrent when evaluating the quality of student learning is the observation that many master the techniques of calculation, but have difficulties in understanding the concepts discussed. As a way to help alleviate these difficulties, I report the experience of including essay questions in different types of assessments, whether short tests or tests during class. Some examples are presented and we comment on the responses obtained.",assessment; basic statistics; statistics teaching
1002,"The objective of this work is to contribute to the evaluation of the comparability of the historical series of basic education indicators of the National Education Plan (PNE) that use IBGE data sources. In this sense, this study provides a comparative analysis, over time and in different geographic domains, of the estimates of some educational indicators calculated based on data from PNAD and PNAD Continuous between 2012 and 2015, a period in which the sample surveys were carried out in the field in parallel. Therefore, a brief presentation of the PNE, its indicators and data sources is made, followed by a presentation of the PNAD and PNAD Continuous, in particular their main differences. Then, the comparative analysis of the PNE educational indicators that can be estimated from the data of the two surveys, in the period 2012 to 2015. In general, in the period analyzed, the estimates obtained from the Continuous PNAD for the geographic domains evaluated show slightly better estimates than those obtained with the PNAD. If at the Brazilian level, the differences in the estimates of some Indicators fit within the confidence intervals, for more granular geographic domains this reality may not be verified. The results found are important in the analysis of the historical series over the 2000s and for the next few years, because, as discussed throughout the analysis, the differences between the estimates may result from methodological aspects and not from any other assumption that can be made. regarding a possible impact of government action. Thus, considering the above, it is expected that the effort of this work has provided subsidies to assist in the consistent monitoring of the PNE goals, allowing the assessment of possible discontinuities in the trajectory of the indicators, possibly attributing them to methodological issues.",Educational indicators; PNE; PNAD; PNAD Continuous;
920,"In most surveys there is no response. In the case of household surveys, this happens when the individuals or households selected for the sample do not provide the required information. This phenomenon needs to be considered when evaluating research quality. The R indicator – representative of the sample – allows us to assess the impact of non-response on the survey results. In this study, the R indicator is used to assess and analyze the representativeness of the sample of the Research on the use of Information and Communication Technologies in Brazilian Households (TIC Households), carried out by NIC.br, for the production of statistics by Federation Unit (UF). The research sample on ICT Households is originally planned to provide results by Major Regions, and it is not possible to ensure the quality of the sample for estimating statistics by FU. To fulfill the objective, the R Indicator methodology was used, which has the usual objective of quantifying the distance between the sample of respondents and the planned/selected sample to assess whether, even in the planning phase - before the collection operation, the The drawn sample was sufficiently informative and of quality for the production of statistics by FUs. The study presents comparative analyzes of the R indicator for different territorial levels and between different databases. The results of the estimated indicators showed that the sample of respondents and the planned sample of TIC Households can be considered representative at the level of Brazil and Major Regions. At the Federation Unit level, some FUs, however, show a gap between the planned samples and/or respondents and the target population. The results of this work will be incorporated into an estimation study in small areas for the ICT Household research focusing on the production of estimates for Federation Units.",Non-response. Indicator R. Representativeness of the sample. ICT Households.
974,"Joint models for longitudinal and time-to-event data are a powerful tool that take
into account these two data types simultaneously into a single model, allowing to
infer about the dependence and association between the longitudinal biomarker (e.g.
prostate-specific antigen, PSA) and time-to-event, for a better assessment of the effect
of a treatment. These models are useful for studies in the field of health that aim at
understanding the disease (e.g. prostate cancer), considering its development over
time and the amount of time until the patient reaches the absorbent state (e.g. death).
The most used joint models, that result from a combination of a longitudinal model
and a survival analysis, do not allow to monitor the link between the longitudi-
nal biomarker and the transitions between the multiple states of the disease until it
reaches the absorbent state. In order to better understand this link between the lon-
gitudinal biomarker and the transitions between the multiple states, in this paper we
use a joint model that combines the longitudinal model and the multi-state Markov
model. An application is presented where a data set from prostate cancer is consid-
ered. The parameters of the model are estimated by maximum likelihood, which is
performed in two stages: (i) in the first stage the fixed and random effects are esti-
mated based on the longitudinal biomarker PSA; and (ii) in the second stage those
estimates are used to link the longitudinal model with the multi-state Markov model,
allowing the measurement of the impact for the risk of death, considering demo-
graphic covariables, in each transition between the states of the disease along time.
In this way, the model is able to assess the biomarker’s trajectory, to define the risks
of transitions between health states, and to quantify the impact of the PS",Joint model; Longitudinal model; Muti-state Markov model; Prostate cancer
1181,"In this paper we introduce the Kumaraswamy autoregressive moving average models (KARMA), which is a dynamic class of models for time series taking values in the double bounded interval $(a,b)$ following the Kumaraswamy distribution. The Kumaraswamy family of distribution is widely applied in many areas, especially hydrology and related fields. Classical examples are time series representing rates and proportions observed over time. In the proposed KARMA model, the median is modeled by a dynamic structure  containing  autoregressive and moving average terms, time-varying regressors, unknown parameters and a link function. We introduce the new class of models and discuss conditional maximum likelihood estimation, hypothesis testing inference, diagnostic analysis and forecasting. In particular, we provide closed-form expressions for the conditional score vector and conditional Fisher information matrix. An application to environmental real data is presented and discussed.",ARMA; Double bounded data; Dynamic model; Forecasts; Kumaraswamy distribution
1086,"This work aims to investigate the relationship between perceived risk, in its performance and privacy dimensions, and the use of mobile banking by young people. To investigate the relationship, a set of 25 items was developed and applied to a sample of 350 young mobile banking users. Data were analyzed using exploratory and confirmatory factor analysis techniques. It was identified that the final model is formed by two factors, each one representing a dimension of the perceived risk. As a result, it was identified that items such as time to perform transactions, access to the banking application and internet connection have a high influence on risk perception among respondents. Understanding the factors that influence the risk perceived by customers can help banking institutions to design more efficient strategies to reduce risk perception.",Mobile banking. Perceived risk. Use of technology. Exploratory Factor Analysis. Confirmatory Factor Analysis.
